key,wine_raw,vintage,format_ml,price,source,source_type,fetched,hits
morey blanc volnay santenots|2003|750,Morey-Blanc Volnay Santenots,2003,750,85,Estimate based on typical Volnay 1er Cru Santenots red Burgundy pricing,estimate,2026-08-24,0
nervi conterno gattinara|2015|1500,Nervi Conterno Gattinara,2015,1500,211.2,"Wine-Searcher all-vintage average retail ($96/750ml), scaled to magnum",ws_allvintage,2026-08-24,0
nervi conterno gattinara|2016|1500,Nervi Conterno Gattinara,2016,1500,167.2,"Wine-Searcher average retail, vintage-specific ($76/750ml), scaled to magnum",ws_vintage,2026-08-24,0
nervi conterno gattinara|2016|750,Nervi Conterno Gattinara,2016,750,76,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
nicolas joly savennieres les vieux clos|2020|750,Nicolas Joly Savennieres Les Vieux Clos,2020,750,55,Estimate based on typical US retail pricing for this cuvee,estimate,2026-08-24,0
nikolaihof gruner veltliner hefeabzug screwcap|2019|750,Nikolaihof Grüner Veltliner Hefeabzug (Screwcap),2019,750,34,"Wine-Searcher average retail, likely all-vintage average",ws_allvintage,2026-08-24,0
nikolaihof riesling smaragd vom stein|2011|750,Nikolaihof Riesling Smaragd Vom Stein,2011,750,55,Estimate based on typical Nikolaihof Smaragd Riesling pricing,estimate,2026-08-24,0
nikolaihof riesling smaragd vom stein|2014|750,Nikolaihof Riesling Smaragd Vom Stein,2014,750,58,Estimate based on typical Nikolaihof Smaragd Riesling pricing,estimate,2026-08-24,0
nikolaihof riesling steiner hund|2012|750,Nikolaihof Riesling Steiner Hund,2012,750,68.84,"Single Miami retailer listing, vintage-specific",ws_single_retailer,2026-08-24,0
numanthia termes termanthia|2010|750,Numanthia-Termes Termanthia,2010,750,273,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
olga raffault chinon champ chenin blanc|2013|750,Olga Raffault Chinon Champ-Chenin Blanc,2013,750,48,"Wine-Searcher average retail, vintage not explicitly confirmed",ws_allvintage,2026-08-24,0
olga raffault chinon le champ chenin|2013|750,Olga Raffault Chinon Le Champ-Chenin,2013,750,48,"Wine-Searcher average retail, vintage not explicitly confirmed",ws_allvintage,2026-08-24,0
olga raffault chinon les picasses|2008|750,Olga Raffault Chinon Les Picasses,2008,750,66,"Wine-Searcher average retail, 2008 vintage context",ws_allvintage,2026-08-24,0
olga raffault chinon les picasses|2009|750,Olga Raffault Chinon Les Picasses,2009,750,73,"Multiple retailer listings, vintage-specific ($69.99-$75.99)",ws_vintage,2026-08-24,0
olivier leflaive chassagne montrachet rouge|1988|750,Olivier Leflaive Chassagne-Montrachet (Rouge),1988,750,,Insufficient data,insufficient,2026-08-24,0
ostertag pinot gris zellberg|2018|750,Ostertag Pinot Gris Zellberg,2018,750,37,"Single retailer listing (grandsbourgognes.com), vintage-specific, converted from EUR",ws_single_retailer,2026-08-24,0
ostertag riesling fronholz|2018|750,Ostertag Riesling Fronholz,2018,750,51,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
ostertag riesling heissenberg|2018|750,Ostertag Riesling Heissenberg,2018,750,65,"Wine-Searcher average retail, vintage-specific (USA avg)",ws_vintage,2026-08-24,0
paolo bea montefalco sagrantino secco cerrete|2015|750,Paolo Bea Montefalco Sagrantino Secco Cerrete,2015,750,193,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
paolo manzone barolo meriame|2017|750,Paolo Manzone Barolo Meriame,2017,750,43,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
pascal clement bourgogne pinot noir|2016|750,Pascal Clément Bourgogne Pinot Noir,2016,750,51,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
pascal clement bourgogne pinot noir|2017|750,Pascal Clément Bourgogne Pinot Noir,2017,750,51,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
patrick et martine jacob girard pernand vergelesses|2009|750,Patrick et Martine Jacob-Girard Pernand Vergelesses,2009,750,,Insufficient data,insufficient,2026-08-24,0
patrick et martine jacob girard savigny aux gravains|2009|1500,Patrick et Martine Jacob-Girard Savigny Aux Gravains,2009,1500,,Insufficient data,insufficient,2026-08-24,0
patrick et martine jacob girard savigny aux gravains|2009|750,Patrick et Martine Jacob-Girard Savigny Aux Gravains,2009,750,,Insufficient data,insufficient,2026-08-24,0
patrick et martine jacob girard savigny hauts jarrons|2009|1500,Patrick et Martine Jacob-Girard Savigny Hauts Jarrons,2009,1500,109.89,"Single retailer listing (Woodland Hills Wine Company), $49.95",ws_single_retailer,2026-08-24,0
patrick et martine jacob girard savigny les beaune|2009|1500,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,2009,1500,,Insufficient data,insufficient,2026-08-24,0
patrick et martine jacob girard savigny les beaune|2009|750,Patrick et Martine Jacob-Girard Savigny-Les-Beaune,2009,750,,Insufficient data,insufficient,2026-08-24,0
patrick et martine jacob girard savigny les marconnets|2009|1500,Patrick et Martine Jacob-Girard Savigny Les Marconnets,2009,1500,,Insufficient data,insufficient,2026-08-24,0
paul jaboulet aine cornas domaine de saint pierre|2000|750,Paul Jaboulet Aine Cornas Domaine de Saint Pierre,2000,750,66,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
perrier jouet grand brut label 7|NV|750,Perrier-Jouet Grand Brut (Label #7),NV,750,64,"Wine-Searcher average retail, USA average",ws_vintage,2026-08-24,0
pertimali brunello di montalcino sassetti livio|2010|750,Pertimali Brunello di Montalcino Sassetti Livio,2010,750,74,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
philippe alliet chinon coteau de noire|2018|750,Philippe Alliet Chinon Coteau de Noiré,2018,750,65,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
philippe alliet chinon l huisserie|2018|750,Philippe Alliet Chinon L'Huisserie,2018,750,23,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
philippe alliet chinon vieilles vignes|2018|750,Philippe Alliet Chinon Vieilles Vignes,2018,750,36,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
philippe dechelle cuvee quentin roosevelt|NV|750,Philippe Dechelle Cuvée Quentin Roosevelt,NV,750,,Insufficient data,insufficient,2026-08-24,0
pieropan soave classico la rocca|2019|750,Pieropan Soave Classico La Rocca,2019,750,32,Estimate based on producer/appellation knowledge (no price in search snippet),estimate,2026-08-24,0
pierre caillet pommard|1979|750,Pierre Caillet Pommard,1979,750,,Insufficient data,insufficient,2026-08-24,0
pierre dubreuil fontaine corton bressandes|1981|750,Pierre Dubreuil-Fontaine Corton Bressandes,1981,750,180,"Estimate based on producer/appellation reputation (Domaine Dubreuil-Fontaine Corton Bressandes Grand Cru, no vintage-specific price data found)",estimate,2026-08-24,0
pierre morey meursault les terres blanches|2006|750,Pierre Morey Meursault  Les Terres Blanches,2006,750,105,"Estimate based on comparable Pierre Morey Meursault village pricing (no explicit WS price in snippet, only 89/100 critic score)",estimate,2026-08-24,0
pierre morey meursault les tessons|2005|750,Pierre Morey Meursault Les Tessons,2005,750,115,"Estimate based on comparable Pierre Morey Meursault pricing (no explicit WS price in snippet, only 92/100 critic score)",estimate,2026-08-24,0
pierre morey meursault|2005|750,Pierre Morey Meursault,2005,750,103,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
pierre morey monthelie|2006|750,Pierre Morey Monthélie,2006,750,55,"Estimate based on producer/appellation reputation (no explicit WS price in snippet, only 88/100 critic score)",estimate,2026-08-24,0
pierre peters grand cru blanc de blancs reserve oubliee|NV|750,Pierre Peters Grand Cru Blanc de Blancs Réserve Oubliée,NV,750,145,"Wine-Searcher average retail (current release, non-vintage)",ws_allvintage,2026-08-24,0
pierre peters rose for albane|NV|750,Pierre Peters Rose for Albane,NV,750,120,Wine-Searcher average retail (non-vintage),ws_allvintage,2026-08-24,0
pierre trichet brut 1er cru l exception|2015|750,Pierre Trichet Brut 1er Cru L'Exception,2015,750,71,"Wine-Searcher average retail, all-millesime average (2015-specific price not shown)",ws_allvintage,2026-08-24,0
pierre trichet brut premier cru le caractere blanc de noirs|NV|750,Pierre Trichet Brut Premier Cru Le Caractere Blanc de Noirs,NV,750,29,Wine-Searcher average retail (non-vintage),ws_allvintage,2026-08-24,0
piper heidsieck cuvee brut|NV|750,Piper-Heidsieck Cuvee Brut,NV,750,53,"Wine-Searcher average retail (non-vintage), USA",ws_allvintage,2026-08-24,0
podere le boncie giovanna morganti toscana chiesamonti|2020|750,Podere le Boncie (Giovanna Morganti) Toscana Chiesamonti,2020,750,88,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
principe corsini chianti classico cortevecchia riserva|2018|750,Principe Corsini Chianti Classico Cortevecchia Riserva,2018,750,31,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
produttori del barbaresco barbaresco montestefano riserva|2013|750,Produttori del Barbaresco Barbaresco Montestefano Riserva,2013,750,115,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
produttori del barbaresco barbaresco muncagota riserva|2013|750,Produttori del Barbaresco Barbaresco Muncagota Riserva,2013,750,110,Estimate based on comparable Produttori del Barbaresco single-vineyard Riserva pricing (no explicit WS price in snippet),estimate,2026-08-24,0
raul perez la vizcaina el rapolao lomas de valtuille|2016|750,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,2016,750,44,"Wine-Searcher average retail, adjacent vintage (2018) used as proxy",ws_adjacent,2026-08-24,0
raul perez la vizcaina el rapolao lomas de valtuille|2018|750,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,2018,750,44,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez la vizcaina el rapolao lomas de valtuille|2019|750,Raul Pérez La Vizcaina El Rapolao Lomas De Valtuille,2019,750,44,"Wine-Searcher average retail, adjacent vintage (2018) used as proxy",ws_adjacent,2026-08-24,0
raul perez la vizcaina la del vivo lomas de valtuille|2016|750,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,2016,750,43,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez la vizcaina la del vivo lomas de valtuille|2017|750,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,2017,750,45,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez la vizcaina la del vivo lomas de valtuille|2020|750,Raul Pérez La Vizcaina La Del Vivo Lomas de Valtuille,2020,750,,Insufficient data,insufficient,2026-08-24,0
raul perez la vizcaina la poulosa lomas de valtuille|2015|750,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,2015,750,30,"Wine-Searcher average retail, adjacent vintage (2016) used as proxy for 2015",ws_adjacent,2026-08-24,0
raul perez la vizcaina la poulosa lomas de valtuille|2016|750,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,2016,750,30,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez la vizcaina la poulosa lomas de valtuille|2018|750,Raul Pérez La Vizcaina La Poulosa Lomas De Valtuille,2018,750,32,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez la vizcaina la vitoriana lomas de valtuille|2016|750,Raul Pérez La Vizcaina La Vitoriana Lomas De Valtuille,2016,750,43,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
raul perez la vizcaina la vitoriana lomas de valtuille|2018|750,Raul Pérez La Vizcaina La Vitoriana Lomas De Valtuille,2018,750,43,"Wine-Searcher average retail, adjacent/all-vintage price used as proxy",ws_adjacent,2026-08-24,0
raul perez la vizcaina las gundinas lomas de valtuille|2016|750,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,2016,750,38,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez la vizcaina las gundinas lomas de valtuille|2018|750,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,2018,750,43,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez la vizcaina las gundinas lomas de valtuille|2019|750,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,2019,750,43,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez ultreia de paluezas|2014|750,Raul Pérez Ultreia de Paluezas,2014,750,,Insufficient data,insufficient,2026-08-24,0
raul perez ultreia de paluezas|2016|750,Raul Pérez Ultreia de Paluezas,2016,750,,Insufficient data,insufficient,2026-08-24,0
raul perez ultreia godello|2016|750,Raul Pérez Ultreia Godello,2016,750,,Insufficient data,insufficient,2026-08-24,0
raul perez ultreia godello|2019|750,Raul Pérez Ultreia Godello,2019,750,31,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez ultreia la claudina|2015|750,Raul Pérez Ultreia La Claudina,2015,750,36,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez ultreia la claudina|2016|750,Raul Pérez Ultreia La Claudina,2016,750,70,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez ultreia mencia rapolao|2014|750,Raul Pérez Ultreia Mencia Rapolao,2014,750,,Insufficient data,insufficient,2026-08-24,0
raul perez ultreia saint jacques|2016|750,Raul Pérez Ultreia Saint Jacques,2016,750,28,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez ultreia saint jacques|2018|750,Raul Pérez Ultreia Saint Jacques,2018,750,24,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raul perez ultreia saint jacques|2020|750,Raul Pérez Ultreia Saint Jacques,2020,750,23,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
raventos i blanc blanc de blancs|2020|750,Raventós i Blanc Blanc de Blancs,2020,750,,Insufficient data,insufficient,2026-08-24,0
rene leclerc bourgogne rouge|2015|750,Rene Leclerc Bourgogne Rouge,2015,750,28,Estimate — no price digit surfaced in search results,estimate,2026-08-24,0
rene rostaing condrieu la bonnette|2020|750,Rene Rostaing Condrieu La Bonnette,2020,750,96,"Wine-Searcher average retail, vintage-specific (2020)",ws_vintage,2026-08-24,0
rene rostaing condrieu la bonnette|2022|750,Rene Rostaing Condrieu La Bonnette,2022,750,67,"Wine-Searcher average retail, vintage-specific (2022)",ws_vintage,2026-08-24,0
rene rostaing cote rotie ampodium|2021|750,Rene Rostaing Cote-Rotie Ampodium,2021,750,94,"Wine-Searcher average retail, vintage-specific (2021)",ws_vintage,2026-08-24,0
rene rostaing les lezardes viognier|2020|750,Rene Rostaing Les Lezardes Viognier,2020,750,22,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
roger sabon chateauneuf du pape le secret des sabon|2016|750,Roger Sabon Chateauneuf du Pape Le Secret des Sabon,2016,750,179,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
roland lavantureux bourgogne tonnerre|2022|750,Roland Lavantureux Bourgogne Tonnerre,2022,750,47,"Wine-Searcher average retail, vintage-specific (2022)",ws_vintage,2026-08-24,0
roland lavantureux chablis vaux carres|2023|750,Roland Lavantureux Chablis Vaux Carres,2023,750,42,Estimate — no price digit surfaced in search results,estimate,2026-08-24,0
ruffino chianti classico riserva ducale gold label|2020|750,Ruffino Chianti Classico Riserva Ducale (Gold Label),2020,750,40,Estimate — no price digit surfaced in search results,estimate,2026-08-24,0
ruffino chianti classico riserva ducale tan label|2021|750,Ruffino Chianti Classico Riserva Ducale (Tan Label),2021,750,20,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
ruinart brut rose|NV|750,Ruinart Brut Rosé,NV,750,112,"Wine-Searcher average retail, US average",ws_vintage,2026-08-24,0
san rustico ripasso della valpolicella classico superiore vigneti del gaso|1998|750,San Rustico Ripasso della Valpolicella Classico Superiore Vigneti del Gaso,1998,750,46,"Wine-Searcher average retail, all-vintage average (1998 not separately listed)",ws_allvintage,2026-08-24,0
sierra cantabria crianza vendimia especial|1995|750,Sierra Cantabria Crianza Vendimia Especial,1995,750,,Insufficient data,insufficient,2026-08-24,0
taittinger brut la francaise|NV|750,Taittinger Brut La Francaise,NV,750,65,Wine-Searcher average retail,ws_vintage,2026-08-24,0
tenuta caparzo brunello di montalcino|2006|750,Tenuta Caparzo Brunello di Montalcino,2006,750,65,Estimate — no price digit surfaced in search results,estimate,2026-08-24,0
tenuta dell ornellaia poggio alle gazze|2015|750,Tenuta Dell'Ornellaia Poggio alle Gazze,2015,750,58,"Wine-Searcher average retail, vintage-specific (2015)",ws_vintage,2026-08-24,0
tenuta delle terre nere etna bianco calderara sottana cuvee delle vigne niche|2019|750,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana Cuvée delle Vigne Niche,2019,750,46,Estimate — no price digit surfaced in search results,estimate,2026-08-24,0
tenuta delle terre nere etna bianco calderara sottana cuvee delle vigne niche|2020|750,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana Cuvée delle Vigne Niche,2020,750,46,Estimate — no price digit surfaced in search results,estimate,2026-08-24,0
tenuta delle terre nere etna bianco montalto cuvee delle vigne niche|2019|750,Tenuta Delle Terre Nere Etna Bianco Montalto Cuvée delle Vigne Niche,2019,750,43,"Wine-Searcher average retail, vintage-specific (2019)",ws_vintage,2026-08-24,0
tenuta delle terre nere etna bianco santo spirito cuvee delle vigne niche|2019|750,Tenuta Delle Terre Nere Etna Bianco Santo Spirito Cuvée delle Vigne Niche,2019,750,50,"Wine-Searcher average retail, all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna bianco santo spirito cuvee delle vigne niche|2020|750,Tenuta Delle Terre Nere Etna Bianco Santo Spirito Cuvée delle Vigne Niche,2020,750,50,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso calderara sottana|2017|750,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,2017,750,72,"Wine-Searcher average retail, 2019 vintage used as adjacent proxy",ws_adjacent,2026-08-24,0
tenuta delle terre nere etna rosso calderara sottana|2019|750,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,2019,750,72,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
tenuta delle terre nere etna rosso calderara sottana|2020|750,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,2020,750,72,"Wine-Searcher average retail, 2019 vintage used as adjacent proxy",ws_adjacent,2026-08-24,0
tenuta delle terre nere etna rosso feudo di mezzo il quadro delle rose|2017|750,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,2017,750,65,Estimate based on producer's comparable single-vineyard cru pricing,estimate,2026-08-24,0
tenuta delle terre nere etna rosso feudo di mezzo il quadro delle rose|2019|750,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,2019,750,65,Estimate based on producer's comparable single-vineyard cru pricing,estimate,2026-08-24,0
tenuta delle terre nere etna rosso feudo di mezzo il quadro delle rose|2020|750,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,2020,750,65,Estimate based on producer's comparable single-vineyard cru pricing,estimate,2026-08-24,0
tenuta delle terre nere etna rosso guardiola|2018|750,Tenuta Delle Terre Nere Etna Rosso Guardiola,2018,750,63,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso guardiola|2019|750,Tenuta Delle Terre Nere Etna Rosso Guardiola,2019,750,63,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso guardiola|2020|750,Tenuta Delle Terre Nere Etna Rosso Guardiola,2020,750,63,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso la vigna di don peppino prephylloxera|2017|750,Tenuta Delle Terre Nere Etna Rosso La Vigna Di Don Peppino Prephylloxera,2017,750,150,Estimate based on producer's top-tier bottling reputation,estimate,2026-08-24,0
tenuta delle terre nere etna rosso moganazzi vecchie vigne|2018|750,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,2018,750,53,"Wine-Searcher average retail, 2019 vintage used as adjacent proxy",ws_adjacent,2026-08-24,0
tenuta delle terre nere etna rosso moganazzi vecchie vigne|2019|750,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,2019,750,53,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso moganazzi vecchie vigne|2020|750,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,2020,750,53,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2016|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2016,750,56,"WineBid auction listing, vintage-specific",auction,2026-08-24,0
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2018|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2018,750,60,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2019|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2019,750,60,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere etna rosso santo spirito vecchie vigne|2020|750,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,2020,750,60,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
tenuta delle terre nere san lorenzo vecchie vigne|2017|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2017,750,146,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
tenuta delle terre nere san lorenzo vecchie vigne|2018|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2018,750,79,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
tenuta delle terre nere san lorenzo vecchie vigne|2019|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2019,750,74,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
tenuta delle terre nere san lorenzo vecchie vigne|2020|750,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,2020,750,74,"Wine-Searcher average retail, adjacent-vintage (2019 price used, no 2020-specific figure in snippet)",ws_adjacent,2026-08-24,0
tenuta san guido sassicaia|2014|375,Tenuta San Guido Sassicaia,2014,375,175,"Wine-Searcher average retail, vintage-specific (scaled from 750ml)",ws_vintage,2026-08-24,0
tenuta villa rosa chianti classico gran selezione|2016|750,Tenuta Villa Rosa Chianti Classico Gran Selezione,2016,750,52,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
thibault liger belair nuits st georges la charmotte|2019|750,Thibault Liger-Belair Nuits St. Georges La Charmotte,2019,750,84,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
thibault liger belair vosne romanee aux reas|2016|750,Thibault Liger-Belair Vosne-Romanee Aux Reas,2016,750,,Insufficient data,insufficient,2026-08-24,0
thomas labille chablis|2022|750,Thomas Labille Chablis,2022,750,24,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
trediberri barolo del comune di la morra|2018|750,Trediberri Barolo del Comune di La Morra,2018,750,64,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
trimbach riesling geisberg|2016|750,Trimbach Riesling Geisberg,2016,750,155,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
trimbach riesling mandelberg|2016|750,Trimbach Riesling Mandelberg,2016,750,118,"Wine-Searcher listing, found via 2016-specific search",ws_vintage,2026-08-24,0
trimbach riesling schlossberg|2016|750,Trimbach Riesling Schlossberg,2016,750,139,"Wine-Searcher average retail, appears to be all-vintage average",ws_allvintage,2026-08-24,0
trimbach riesling schlossberg|2017|750,Trimbach Riesling Schlossberg,2017,750,89,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
tua rita syrah|2008|750,Tua Rita Syrah,2008,750,,Insufficient data,insufficient,2026-08-24,0
uccelliera brunello di montalcino|2016|750,Uccelliera Brunello di Montalcino,2016,750,,Insufficient data,insufficient,2026-08-24,0
union de saint gall brut grand cru blanc de blancs|NV|750,Union de Saint-Gall Brut Grand Cru Blanc de Blancs,NV,750,49,Wine-Searcher average retail,ws_vintage,2026-08-24,0
venica and venica sauvignon blanc ronco delle mele|2021|750,Venica & Venica Sauvignon Blanc Ronco delle Mele,2021,750,,Insufficient data,insufficient,2026-08-24,0
veuve clicquot ponsardin brut|NV|750,Veuve Clicquot Ponsardin Brut,NV,750,76,Wine-Searcher average retail (Yellow Label Brut NV),ws_vintage,2026-08-24,0
vietti barbera d alba scarrone vigna vecchia|2009|1500,Vietti Barbera d'Alba Scarrone Vigna Vecchia,2009,1500,209,"Wine-Searcher average retail, vintage-specific (scaled to magnum)",ws_vintage,2026-08-24,0
vietti barbera d alba scarrone vigna vecchia|2009|750,Vietti Barbera d'Alba Scarrone Vigna Vecchia,2009,750,95,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
vietti barbera d alba scarrone|2021|750,Vietti Barbera D'Alba Scarrone,2021,750,,Insufficient data,insufficient,2026-08-24,0
vietti barolo brunate|2013|750,Vietti Barolo Brunate,2013,750,207,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
vietti barolo brunate|2017|750,Vietti Barolo Brunate,2017,750,,Insufficient data,insufficient,2026-08-24,0
vietti barolo brunate|2019|750,Vietti Barolo Brunate,2019,750,,Insufficient data,insufficient,2026-08-24,0
vietti barolo cerequio|2019|750,Vietti Barolo Cerequio,2019,750,,Insufficient data,insufficient,2026-08-24,0
vietti barolo lazzarito|2013|750,Vietti Barolo Lazzarito,2013,750,226,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
vietti barolo lazzarito|2017|750,Vietti Barolo Lazzarito,2017,750,,Insufficient data,insufficient,2026-08-24,0
vietti barolo lazzarito|2019|750,Vietti Barolo Lazzarito,2019,750,,Insufficient data,insufficient,2026-08-24,0
vietti barolo monvigliero|2019|750,Vietti Barolo Monvigliero,2019,750,248,"Retailer listing price (wine.com), not a confirmed Wine-Searcher average",ws_single_retailer,2026-08-24,0
vietti barolo rocche di castiglione|2014|750,Vietti Barolo Rocche di Castiglione,2014,750,183,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
vietti barolo rocche di castiglione|2017|750,Vietti Barolo Rocche di Castiglione,2017,750,,Insufficient data,insufficient,2026-08-24,0
virna di borgogno barolo noi|2018|750,Virna di Borgogno Barolo Noi,2018,750,40,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
weingut schloss gobelsburg gruner veltliner lamm 1 otw kamptal|2015|750,Weingut Schloss Gobelsburg Gruner Veltliner Lamm 1 ÖTW Kamptal,2015,750,47,"Wine-Searcher average retail (ex-tax), vintage-specific",ws_vintage,2026-08-24,0
weingut schloss gobelsburg riesling zobinger heiligenstein|2015|750,Weingut Schloss Gobelsburg Riesling Zöbinger Heiligenstein,2015,750,,Insufficient data,insufficient,2026-08-24,0
william fevre chablis champs royaux|2015|1500,William Fevre Chablis Champs Royaux,2015,1500,62,Estimate from general knowledge (entry-level Chablis retail range),estimate,2026-08-24,0
william fevre chablis|2006|750,William Fevre Chablis,2006,750,,Insufficient data,insufficient,2026-08-24,0
william kelley coteaux bourguignons escarottes|2023|750,William Kelley Coteaux Bourguignons Escarottes,2023,750,,Insufficient data,insufficient,2026-08-24,0
