id,wine,vintage,format,wine_type,region,country_code,reserve,market,source,source_type
10889787,Cascina Ballarin Barolo Bricco Rocca,2004,750ml,Red,"Italy, Piedmont, Barolo",IT,50,,Insufficient data,insufficient
10890070,Cascina Ballarin Barolo Tre Ciabot,2015,375ml,Red,"Italy, Piedmont, Barolo",IT,20,38,"Estimate: half of this producer's Tre Ciabot 750ml Wine-Searcher average (~$77), scaled for the half bottle format",estimate
10889890,Cascina Ballarin Barolo,2006,750ml,Red,"Italy, Piedmont, Barolo",IT,30,,Insufficient data,insufficient
10890053,Cascina Ballarin Barolo,2007,375ml,Red,"Italy, Piedmont, Barolo",IT,20,,Insufficient data,insufficient
10889962,Cascina Ballarin Barolo,2010,375ml,Red,"Italy, Piedmont, Barolo",IT,20,38,"Estimate: half of this producer's Tre Ciabot 750ml Wine-Searcher average (~$77), scaled for the half bottle format",estimate
10882851,Castello dei Rampolla d' Alceo,1996,750ml,Red,"Italy, Tuscany",IT,140,187,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882850,Castello dei Rampolla Sammarco,1997,750ml,Red,"Italy, Tuscany",IT,85,116,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890092,Castello di Ama Chianti Classico Ama,2010,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,40,28,"Wine Enthusiast review-cited retail price, no full Wine-Searcher average found",ws_single_retailer
10890048,Castello di Ama Chianti Classico Ama,2013,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,35,,Insufficient data,insufficient
10889849,Castello di Monsanto Chianti Classico Riserva,2004,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,35,,Insufficient data,insufficient
10889864,Castello di Monsanto Chianti Classico Riserva,2004,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,35,,Insufficient data,insufficient
10889754,Castello di Monsanto Chianti Classico Riserva,2007,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,40,,Insufficient data,insufficient
10889850,Castello di Monsanto Chianti Classico Riserva,2007,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,40,,Insufficient data,insufficient
10889891,Castello Di Vicchiomaggio Chianti Classico Agostino Petri Riserva,2008,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,20,,Insufficient data,insufficient
10889727,Castello Di Vicchiomaggio Ripa delle More,2008,750ml,Red,"Italy, Tuscany",IT,20,,Insufficient data,insufficient
10890116,Castello La Leccia Chianti Classico Gran Selezione Bruciagna Riserva,2004,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,30,,Insufficient data,insufficient
10890114,Castello La Leccia Chianti Classico Gran Selezione Bruciagna Riserva,2004,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,30,,Insufficient data,insufficient
10890113,Castello La Leccia Chianti Classico Gran Selezione Bruciagna Riserva,2004,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,30,,Insufficient data,insufficient
10882844,Castiglion del Bosco Brunello di Montalcino,2010,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,55,70,"Wine-Searcher average retail, vintage-specific (standard bottling, not Riserva/Campo del Drago)",ws_vintage
10888080,Cerbaiola (Salvioni) Rosso di Montalcino,2018,750ml,Red,"Italy, Tuscany, Rosso di Montalcino",IT,35,90,"Wine Enthusiast review-cited retail price, no full Wine-Searcher average found",ws_single_retailer
10888127,Cerbaiona Rosso di Montalcino,2015,750ml,Red,"Italy, Tuscany, Rosso di Montalcino",IT,65,80,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888031,Cerbaiona Rosso di Montalcino,2016,750ml,Red,"Italy, Tuscany, Rosso di Montalcino",IT,50,56,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888079,Cerbaiona Rosso di Montalcino,2017,750ml,Red,"Italy, Tuscany, Rosso di Montalcino",IT,50,78,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889840,Ceretto Barolo Zonchera,2004,750ml,Red,"Italy, Piedmont, Barolo",IT,40,99,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889846,Ceretto Barolo Zonchera,2004,750ml,Red,"Italy, Piedmont, Barolo",IT,40,99,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890112,Château Artigues Arnaud,2009,750ml,Red,"France, Bordeaux, Pauillac",FR,20,,Insufficient data,insufficient
10889731,Chateau Bellevue La Foret Cotes du Frontonnais Optimum,2009,750ml,Red,"France, Southwest France, Cotes du Frontonnais",FR,20,21,"Retail listing cited (WineBid marketplace, Feb 2022), no full Wine-Searcher average found",ws_single_retailer
10896283,Château Beychevelle,2021,750ml,Red,"France, Bordeaux, St.-Julien",FR,85,97,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888303,Château Bourgneuf-Vayron,1998,750ml,Red,"France, Bordeaux, Pomerol",FR,40,,Insufficient data,insufficient
10889096,Château Branaire-Ducru,2023,750ml,Red,"France, Bordeaux, St.-Julien",FR,60,,Insufficient data,insufficient
10888357,Château Carbonnieux (Blanc),2005,750ml,White,"France, Bordeaux, Graves",FR,55,47,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888391,Château Carbonnieux (Blanc),2009,750ml,White,"France, Bordeaux, Graves",FR,35,41,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890055,Château Chasse-Spleen,1995,750ml,Red,"France, Bordeaux, Haut-Médoc",FR,40,85,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890057,Château Chasse-Spleen,1995,750ml,Red,"France, Bordeaux, Haut-Médoc",FR,40,85,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890058,Château Chasse-Spleen,1995,750ml,Red,"France, Bordeaux, Haut-Médoc",FR,40,85,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890056,Château Chasse-Spleen,1995,750ml,Red,"France, Bordeaux, Haut-Médoc",FR,40,85,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882366,Château Cordeillan Bages,1989,750ml,Red,"France, Bordeaux, Pauillac",FR,65,,Insufficient data,insufficient
10882890,Chateau D'Esclans Rose Garrus,2014,750ml,Rose,"France, Provence, Cotes de Provence",FR,50,,Insufficient data,insufficient
10882767,Château Dalem,2015,750ml,Red,"France, Bordeaux, Fronsac",FR,25,35,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889706,Chateau de Beaucastel Châteauneuf-du-Pape,1994,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,90,164,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890139,Chateau de Beaucastel Châteauneuf-du-Pape,1995,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,105,233,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889973,Chateau de la Gardine Châteauneuf-du-Pape,1999,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,40,,"Insufficient data - only a 3L bottle price found, not comparable to 750ml",insufficient
10888074,Chateau de la Maltroye Bourgogne,2002,750ml,Red,"France, Burgundy",FR,25,,Insufficient data,insufficient
10888193,Chateau de la Maltroye Bourgogne,2002,750ml,Red,"France, Burgundy",FR,150,,Insufficient data,insufficient
10888069,Chateau de la Maltroye Chassagne-Montrachet Clos St. Jean Rouge,1999,750ml,Red,"France, Burgundy, Côte d'Or",FR,40,98,"Wine-Searcher average retail, all-vintage",ws_allvintage
10888454,Chateau de Pibarnon Bandol,1990,750ml,Red,"France, Provence, Bandol",FR,130,,Insufficient data,insufficient
10888448,Château Duhart-Milon-Rothschild,2011,750ml,Red,"France, Bordeaux, Pauillac",FR,80,92,"Wine-Searcher merchant listings, vintage-specific (midpoint of $90-94 range)",ws_vintage
10888095,Château Fombrauge,2004,750ml,Red,"France, Bordeaux, St.-Émilion",FR,35,,Insufficient data,insufficient
10888096,Château Fombrauge,2004,750ml,Red,"France, Bordeaux, St.-Émilion",FR,35,,Insufficient data,insufficient
10888091,Château Fombrauge,2005,750ml,Red,"France, Bordeaux, St.-Émilion",FR,35,55,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888126,Château Fombrauge,2006,750ml,Red,"France, Bordeaux, St.-Émilion",FR,30,,"Insufficient data - only the separate luxury Magrez Fombrauge cuvee's price surfaced, not base Fombrauge",insufficient
10889181,Château Fombrauge,2006,750ml,Red,"France, Bordeaux, St.-Émilion",FR,30,,"Insufficient data - only the separate luxury Magrez Fombrauge cuvee's price surfaced, not base Fombrauge",insufficient
10888118,Château Fombrauge,2007,750ml,Red,"France, Bordeaux, St.-Émilion",FR,30,,"Insufficient data - only the separate luxury Magrez Fombrauge cuvee's price surfaced, not base Fombrauge",insufficient
10889958,Château Fonbadet,2003,750ml,Red,"France, Bordeaux, Pauillac",FR,25,67,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889957,Château Fonbadet,2003,750ml,Red,"France, Bordeaux, Pauillac",FR,25,67,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889959,Château Fonbadet,2009,750ml,Red,"France, Bordeaux, Pauillac",FR,30,60,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890079,Château Gaudin,2010,750ml,Red,"France, Bordeaux, Pauillac",FR,25,,Insufficient data,insufficient
10888061,Château Gombaude-Guillot,2000,750ml,Red,"France, Bordeaux, Pomerol",FR,55,,Insufficient data,insufficient
10888060,Château Gombaude-Guillot,2000,750ml,Red,"France, Bordeaux, Pomerol",FR,55,,Insufficient data,insufficient
10888062,Château Gombaude-Guillot,2000,750ml,Red,"France, Bordeaux, Pomerol",FR,55,,Insufficient data,insufficient
10888064,Château Gombaude-Guillot,2000,750ml,Red,"France, Bordeaux, Pomerol",FR,55,,Insufficient data,insufficient
10888447,Château Haut-Bailly,1998,750ml,Red,"France, Bordeaux, Graves",FR,85,130,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882693,Château Haut-Bailly,2010,750ml,Red,"France, Bordeaux, Graves",FR,150,246,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882776,Château Haut-Bailly,2016,750ml,Red,"France, Bordeaux, Graves",FR,120,185,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888349,Château L'Eglise-Clinet,2011,750ml,Red,"France, Bordeaux, Pomerol",FR,115,146,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888076,Château La Croix de Gay,1996,750ml,Red,"France, Bordeaux, Pomerol",FR,45,69,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889182,Château La Croix de Gay,1996,750ml,Red,"France, Bordeaux, Pomerol",FR,45,69,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888092,Château La Croix de Gay,1998,750ml,Red,"France, Bordeaux, Pomerol",FR,50,,Insufficient data,insufficient
10889751,Château La Tour L' Aspic,2010,750ml,Red,"France, Bordeaux, Pauillac",FR,20,,Insufficient data,insufficient
10889863,Château La Vieille-Cure,2010,750ml,Red,"France, Bordeaux, Fronsac",FR,35,52,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889889,Château La Vieille-Cure,2010,750ml,Red,"France, Bordeaux, Fronsac",FR,35,52,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888457,Château Larrivet-Haut-Brion Blanc,2007,750ml,White,"France, Bordeaux, Graves",FR,30,73,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888344,Château Larrivet-Haut-Brion Blanc,2009,750ml,White,"France, Bordeaux, Graves",FR,35,,"Insufficient data - the only figure found ($1,187) looks like a mismatched listing, implausible for this wine",insufficient
10888404,Château Le Rey Les Rocheuses,2020,750ml,Red,"France, Bordeaux, Cotes de Castillon",FR,20,,Insufficient data,insufficient
10889094,Château Leoville-Barton,2023,750ml,Red,"France, Bordeaux, St.-Julien",FR,90,114,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889775,Château Les Ormes-Sorbet,2000,750ml,Red,"France, Bordeaux, Haut-Médoc",FR,20,,Insufficient data,insufficient
10889822,Château Louvie,2009,750ml,Red,"France, Bordeaux, St.-Émilion",FR,20,38,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889821,Château Louvie,2009,750ml,Red,"France, Bordeaux, St.-Émilion",FR,20,38,"Wine-Searcher average retail, vintage-specific",ws_vintage
10879118,Château Lynch-Bages Blanc de Lynch-Bages,2024,750ml,White,"France, Bordeaux, Pauillac",FR,70,109,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888430,Château Lynch-Bages,2014,750ml,Red,"France, Bordeaux, Pauillac",FR,120,181,"Wine-Searcher average retail, vintage-specific",ws_vintage
10879108,Château Lynch-Bages,2015,750ml,Red,"France, Bordeaux, Pauillac",FR,130,207,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889095,Château Lynch-Bages,2023,750ml,Red,"France, Bordeaux, Pauillac",FR,110,147,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889173,Château Marjosse Blanc,2005,750ml,White,"France, Bordeaux, Entre-Deux-Mers",FR,15,30,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882341,Château Meyney,1989,750ml,Red,"France, Bordeaux, St.-Estephe",FR,70,115,"Wine-Searcher average retail, vintage-specific (midpoint of $96/$135 regional listings)",ws_vintage
10888305,Château Monbousquet Blanc,2007,750ml,White,"France, Bordeaux, St.-Émilion",FR,35,,Insufficient data,insufficient
10887923,Château Nenin,2009,750ml,Red,"France, Bordeaux, Pomerol",FR,65,110,"Wine-Searcher average retail, vintage-specific",ws_vintage
10887922,Château Pontet-Canet,2004,750ml,Red,"France, Bordeaux, Pauillac",FR,105,156,"Wine-Searcher average retail (USA), vintage-specific",ws_vintage
10887921,Château Pontet-Canet,2004,750ml,Red,"France, Bordeaux, Pauillac",FR,105,156,"Wine-Searcher average retail (USA), vintage-specific",ws_vintage
10889708,Chateau Saint Cosme Gigondas,2000,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,30,,"Insufficient data - only this same auction's own listing price surfaced, no independent market source",insufficient
10890064,Chateau Saint Cosme Gigondas,2000,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,30,,"Insufficient data - only this same auction's own listing price surfaced, no independent market source",insufficient
10887924,Château Smith-Haut-Lafitte,2006,750ml,Red,"France, Bordeaux, Graves",FR,110,167,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888361,Château Sociando-Mallet,1999,750ml,Red,"France, Bordeaux, Haut-Médoc",FR,50,,Insufficient data,insufficient
10888396,Château Sociando-Mallet,1999,750ml,Red,"France, Bordeaux, Haut-Médoc",FR,50,,Insufficient data,insufficient
10882877,Château Troplong-Mondot,1995,750ml,Red,"France, Bordeaux, St.-Émilion",FR,115,85,"Wine-Searcher average retail, vintage-specific (EUR79 converted to USD)",ws_vintage
10882883,Château Troplong-Mondot,1995,750ml,Red,"France, Bordeaux, St.-Émilion",FR,115,85,"Wine-Searcher average retail, vintage-specific (EUR79 converted to USD)",ws_vintage
10882884,Château Troplong-Mondot,1995,750ml,Red,"France, Bordeaux, St.-Émilion",FR,115,85,"Wine-Searcher average retail, vintage-specific (EUR79 converted to USD)",ws_vintage
10888337,Chateau Vannieres Bandol,1998,750ml,Red,"France, Provence, Bandol",FR,30,55,"Single retailer listing (Flask Fine Wine & Whisky), no full Wine-Searcher average found",ws_single_retailer
10890108,Ciacci Piccolomini d'Aragona Brunello di Montalcino Vigna Pianrosso Riserva,2004,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,110,,Insufficient data,insufficient
10890109,Ciacci Piccolomini d'Aragona Brunello di Montalcino Vigna Pianrosso Riserva,2004,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,110,,Insufficient data,insufficient
10890110,Ciacci Piccolomini d'Aragona Brunello di Montalcino Vigna Pianrosso Riserva,2004,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,110,,Insufficient data,insufficient
10896492,Claire Naudin Clematis Vitalba,2019,750ml,Red,France,FR,45,,Insufficient data,insufficient
10896494,Claire Naudin Le Clou 34,2019,750ml,Red,France,FR,35,48,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890059,Clos des Papes Châteauneuf-du-Pape,1999,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,80,116,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890140,Clos des Papes Châteauneuf-du-Pape,2000,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,80,,Insufficient data,insufficient
10882852,Clos des Papes Châteauneuf-du-Pape,2005,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,130,189,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889907,Clos des Papes Châteauneuf-du-Pape,2011,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,80,154,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889744,Clos du Mont Olivet Chateauneuf du Pape Cuvee du Papet,2015,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,45,117,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889745,Clos du Mont Olivet Chateauneuf du Pape Cuvee du Papet,2015,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,45,117,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889911,Clos du Mont Olivet Châteauneuf-du-Pape,1995,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,50,,Insufficient data,insufficient
10890023,Clos du Mont Olivet Châteauneuf-du-Pape,1999,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,30,,Insufficient data,insufficient
10889986,Clos du Mont Olivet Châteauneuf-du-Pape,1999,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,30,,Insufficient data,insufficient
10890030,Clos du Mont Olivet Châteauneuf-du-Pape,2001,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,,Insufficient data,insufficient
10890071,Clos Saint Jean Châteauneuf-du-Pape Vieilles Vignes,2016,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,50,67,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888136,Coche-Bizouard Meursault Charmes,2005,750ml,White,"France, Burgundy, Côte d'Or",FR,80,153,"Wine-Searcher average retail (USA), vintage-specific",ws_vintage
10888372,Coffinet-Duvernay Chassagne Montrachet Les Fairendes,2013,750ml,White,"France, Burgundy, Côte d'Or",FR,90,,Insufficient data,insufficient
10888379,Comtes Lafon Monthélie Les Duresses,2006,750ml,Red,"France, Burgundy, Côte d'Or",FR,60,,Insufficient data,insufficient
10888376,Comtes Lafon Volnay Santenots du Milieu,2017,750ml,Red,"France, Burgundy, Côte d'Or",FR,140,165,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888377,Comtes Lafon Volnay Santenots du Milieu,2017,750ml,Red,"France, Burgundy, Côte d'Or",FR,140,165,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888378,Comtes Lafon Volnay,2006,750ml,Red,"France, Burgundy, Côte d'Or",FR,75,,"Insufficient data - only specific-climat (Champans/Santenots) prices found, ambiguous match to bare Volnay",insufficient
10888313,Condado de Haza Ribera del Duero Crianza,2021,750ml,Red,"Spain, Castilla-Leon, Ribera del Duero",ES,20,26,"Retailer listing (Astor Wines), no full Wine-Searcher average found",ws_single_retailer
10888402,Condado de Haza Ribera del Duero Crianza,2021,750ml,Red,"Spain, Castilla-Leon, Ribera del Duero",ES,20,26,"Retailer listing (Astor Wines), no full Wine-Searcher average found",ws_single_retailer
10890017,Conde de San Cristobal Vino Tinto de la Anada Ribera del Duero,2011,750ml,Red,"Spain, Castilla-Leon, Ribera del Duero",ES,20,,Insufficient data - search results conflated with a related but distinct bottling,insufficient
10888345,Conterno Fantino Barolo Sori Ginestra,1998,750ml,Red,"Italy, Piedmont, Barolo",IT,70,,Insufficient data,insufficient
10882841,Conti Costanti Brunello di Montalcino,2010,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,95,,"Insufficient data - only the pricier Riserva bottling's price was found, not comparable to the base wine",insufficient
10888328,Contino Vina del Olivo  Rioja Reserva,1995,750ml,Red,"Spain, Rioja",ES,80,,Insufficient data,insufficient
10896485,COS Sicilia Nero d'Avola Contrada,2008,750ml,Red,"Italy, Sicily",IT,55,75,"Wine-Searcher average retail, vintage-specific (Contrada Labirinto bottling)",ws_vintage
10889155,Cuchet-Beliando Cornas,2013,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,75,,"Insufficient data - only a magnum-derived single retailer figure found, too thin to rely on",insufficient
10889789,Damilano Barolo Lecinquevigne,2004,750ml,Red,"Italy, Piedmont, Barolo",IT,40,,Insufficient data,insufficient
10890155,Damilano Barolo Lecinquevigne,2004,750ml,Red,"Italy, Piedmont, Barolo",IT,40,,Insufficient data,insufficient
10889876,Dievole Chianti Classico Novecento Riserva,2005,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,30,,Insufficient data,insufficient
10889154,Domaine Berthaut-Gerbet Vosne-Romanee,2020,750ml,Red,"France, Burgundy, Côte d'Or",FR,75,115,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888122,Domaine Boyer-Martenot Meursault Les Narvaux Reserve,1996,750ml,White,"France, Burgundy, Côte d'Or",FR,75,,Insufficient data,insufficient
10889129,Domaine Charles Audoin Marsannay Champ Salomon Rouge,2019,750ml,Red,"France, Burgundy, Côte d'Or",FR,50,67,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889130,Domaine Charles Audoin Marsannay Le Clos de Jeu,2019,750ml,Red,"France, Burgundy, Côte d'Or",FR,45,,Insufficient data,insufficient
10889131,Domaine Charles Audoin Marsannay Le Clos de Jeu,2019,750ml,Red,"France, Burgundy, Côte d'Or",FR,45,,Insufficient data,insufficient
10889136,Domaine Charles Audoin Marsannay Les Favieres,2019,750ml,Red,"France, Burgundy, Côte d'Or",FR,45,62,"Wine-Searcher average retail, all-vintage",ws_allvintage
10889924,Domaine Courbis St. Joseph,2005,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,35,,Insufficient data,insufficient
10889943,Domaine Courbis St. Joseph,2005,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,35,,Insufficient data,insufficient
10889966,Domaine Courbis St. Joseph,2005,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,35,,Insufficient data,insufficient
10889730,Domaine de Beaurenard (Coulon) Boisrenard Chateauneuf du Pape,2012,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,50,53,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890096,Domaine de Beaurenard (Coulon) Châteauneuf-du-Pape,1998,1.5ltr,Red,"France, Rhône Valley, Southern Rhône",FR,90,,"Insufficient data - only the separate Boisrenard cuvee's price found, not the base wine, and in the wrong format",insufficient
10889717,Domaine de Chante Perdrix Châteauneuf-du-Pape,2003,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,42,"Retailer listings (K&L Wine Merchants, Jahrgangsweine.de), no full Wine-Searcher average found",ws_single_retailer
10889718,Domaine de Chante Perdrix Châteauneuf-du-Pape,2003,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,42,"Retailer listings (K&L Wine Merchants, Jahrgangsweine.de), no full Wine-Searcher average found",ws_single_retailer
10889719,Domaine de Chante Perdrix Châteauneuf-du-Pape,2003,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,42,"Retailer listings (K&L Wine Merchants, Jahrgangsweine.de), no full Wine-Searcher average found",ws_single_retailer
10882873,Domaine De Chevalier (Blanc),1992,750ml,White,"France, Bordeaux, Graves",FR,80,,"Insufficient data - only the red wine's price found, not the Blanc",insufficient
10888412,Domaine De Chevalier,1986,750ml,Red,"France, Bordeaux, Graves",FR,80,,Insufficient data,insufficient
10889964,Domaine De Cristia Châteauneuf-du-Pape,2010,1.5ltr,Red,"France, Rhône Valley, Southern Rhône",FR,60,73,"Wine-Searcher average retail, vintage-specific ($33/750ml base cuvee, scaled x2.2 for magnum per house convention)",ws_vintage
10889700,Domaine de Ferrand Cotes du Rhone Cuvee Antique Vieilles Vignes,2004,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,20,,Insufficient data,insufficient
10889702,Domaine de La Bouissiere Gigondas,2017,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,,Insufficient data,insufficient
10889703,Domaine de La Bouissiere Gigondas,2017,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,,Insufficient data,insufficient
10888449,Domaine de la Janasse Chateauneuf du Pape Cuvee Chaupin,1996,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,45,,Insufficient data,insufficient
10889861,Domaine De La Maurelle Gigondas,2003,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,20,,Insufficient data,insufficient
10889893,Domaine De La Maurelle Gigondas,2003,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,20,,Insufficient data,insufficient
10888394,Domaine de la Pépière (Marc Ollivier) Muscadet De Sevre Et Maine 3,2005,750ml,White,"France, Loire Valley, Pays Nantais",FR,45,,Insufficient data - could not confirm which cuvee '3' corresponds to,insufficient
10888409,Domaine de la Pépière (Marc Ollivier) Muscadet De Sevre Et Maine Sur Lie Clos Des Briords Vieille Vignes,2012,750ml,White,"France, Loire Valley, Muscadet De Sevre-et-Maine",FR,30,,Insufficient data,insufficient
10888574,Domaine de la Saraziniére Macon Serrieres Les Monterrains,2017,750ml,White,"France, Burgundy, Mâconnais",FR,20,16,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889801,Domaine de Villeneuve Chateauneuf du Pape Les Vieilles Vignes,2005,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,102,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890068,Domaine des Bosquets Gigondas Preference,1999,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,116,"Wine-Searcher average retail, all-vintage (producer-level listing)",ws_allvintage
10890069,Domaine des Bosquets Gigondas Preference,1999,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,116,"Wine-Searcher average retail, all-vintage (producer-level listing)",ws_allvintage
10889235,Domaine des Entrefaux Crozes-Hermitage,2003,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,25,,Insufficient data,insufficient
10889952,Domaine Des Martinelles Crozes-Hermitage,2004,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,25,20,"Wine-Searcher average retail, all-vintage",ws_allvintage
10889951,Domaine Des Martinelles Crozes-Hermitage,2004,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,25,20,"Wine-Searcher average retail, all-vintage",ws_allvintage
10889747,Domaine des Pasquiers Gigondas,2010,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,25,30,"Wine-Searcher average retail, all-vintage (producer-level listing)",ws_allvintage
10888383,Domaine Des Roches Neuves Saumur-Champigny La Marginale,2001,750ml,Red,"France, Loire Valley, Saumur",FR,35,,Insufficient data,insufficient
10888428,Domaine Didier Dagueneau Blanc Fume De Pouilly Fume,2012,750ml,White,"France, Loire Valley, Pouilly-Fume",FR,105,199,"Wine-Searcher average retail, vintage-specific",ws_vintage
10895200,Domaine Didier Fornerol Côte de Nuits-Villages,2019,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,,Insufficient data,insufficient
10895199,Domaine Didier Fornerol Côte de Nuits-Villages,2020,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,,Insufficient data,insufficient
10888059,Domaine du Château de Chorey Chateau Germain Bourgogne Pinot Noir Vieilles Vignes,1999,750ml,Red,"France, Burgundy",FR,30,,"Insufficient data - only pricier premier cru bottlings from this producer found, not the base Bourgogne",insufficient
10889175,Domaine du Château de Chorey Chateau Germain Bourgogne Pinot Noir Vieilles Vignes,1999,750ml,Red,"France, Burgundy",FR,30,,"Insufficient data - only pricier premier cru bottlings from this producer found, not the base Bourgogne",insufficient
10889177,Domaine du Château de Chorey Chateau Germain Bourgogne Pinot Noir Vieilles Vignes,1999,750ml,Red,"France, Burgundy",FR,30,,"Insufficient data - only pricier premier cru bottlings from this producer found, not the base Bourgogne",insufficient
